Title,Link,Citations,Year
"Are we all in this together? Co‐victimization, inclusive social identity and collective action in solidarity with the disadvantaged",https://bpspsychub.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.2044-8309.2011.02073.x,72,2011
Neoliberal fashion: The political economy of sweatshops in Europe and Latin America,http://etheses.dur.ac.uk/3205/1/Montero._PhD_THESIS_FINAL.pdf,44,2011
Assessing supply chain performance from the perspective of Pakistan's manufacturing industry through social sustainability,https://www.mdpi.com/2227-9717/8/9/1064/pdf,90,2020
Book review: The Discursive Construction of Economic Inequality: CADS Approaches to the British Media by Eva M. Gómez-Jiménez and Michael Toolan,N/A,0,2021
"Global production, company codes of conduct, and labor conditions in China: A case study of two factories",N/A,177,2005
Achieving Transparency: Use of Certification Marks to Clean up the Fashion Industry's Supply Chains,N/A,7,2016
… CHINA AND THE WAIVER OF INDIVIDUAL CLAIMS: JAPAN'S SUPREME COURT JUDGMENTS IN THE NISHIMATSU CONSTRUCTION CASE AND THE …,N/A,1,2009
The women's crusade,https://www.castilleja.org/uploaded/Administration/Middle_School/Kristof_edit.pdf,90,2009
Th e Race to the Bottom: An Introduction to Textile Manufacturing and Working Conditions in the Global Economy,N/A,0,2010
Voluntary versus binding forms of regulation in global production networks: exploring the 'paradoxes of partnership'in the European anti-sweatshop movement,https://www.researchgate.net/profile/Florence-Palpacuer/publication/319487772_2_Voluntary_Versus_Binding_Forms_of_Regulation_in_Global_Production_Networks_Exploring_the_Paradoxes_of_Partnership_in_the_European_Anti-Sweatshop_Movement_Health_and_Safety_of_the_World's_Garment_Wor/links/5d00f32ea6fdccd130953763/2-Voluntary-Versus-Binding-Forms-of-Regulation-in-Global-Production-Networks-Exploring-the-Paradoxes-of-Partnership-in-the-European-Anti-Sweatshop-Movement-Health-and-Safety-of-the-Worlds-Garment-Work.pdf,10,2017
Back to the future: Sweatshop conditions on the Mexico‐US Border. II. occupational health impact of Maquiladora industrial activity,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1097-0274(199705)31:5%3C587::AID-AJIM14%3E3.0.CO;2-V,56,1997
Global Apparel Production and Sweatshop Labor: Can Raising Retail Prices Finance Living Wages?,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=333325,15,2003
Achieving environmental justice: the role of occupational health,https://ir.lawnet.fordham.edu/cgi/viewcontent.cgi?article=1401&context=ulj,43,1993
Understanding the Sourcing and Manufacturing of Technology,N/A,0,2024
Ford Academy of Manufacturing Science foreign direct investment Fair Labor Association FLSA Fair Labor Standards Act FNB First National Bank,N/A,0,2007
From disguised protectionism to rewarding regulation: The impact of trade‐related labor standards in the D ominican R epublic,https://onlinelibrary.wiley.com/doi/pdf/10.1111/rego.12008,69,2013
Case Studies of Violations of Workers' Freedom of Association: Manufacturing Workers: Human Rights Watch,N/A,0,2002
Modern slavery in the construction industry. 2016,N/A,2,NA
"Garment sweatshops, then and now",N/A,12,1999
Children at work: prevention of occupational injury and disease,https://www.academia.edu/download/66944423/ajim.470024030920210504-23600-18pvi44.pdf,18,1993
Agriculture and child labor requirements under the Fair Labor Standards Act as amended in 1966,N/A,2,NA
Towards a theoretical framework for understanding capitalist violence against child labor,https://www.scienceopen.com/document_file/9ff4fd27-4b77-442a-b459-d942c3fbce3f/ScienceOpen/worlrevipoliecon.10.2.0191.pdf,11,2019
The vulnerable and exploitable immigrant workforce and the need for strengthening worker protective legislation,https://openyls.law.yale.edu/bitstream/handle/20.500.13051/8841/70_103YaleLJ2179_June1994_.pdf?sequence=2&isAllowed=y,145,1994
"MADE IN THE USA: LATINAS/OS?, GARMENT WORK AND ETHNIC CONFLICT IN LOS ANGELES'SWEAT SHOPS",N/A,32,1999
Defending labor rights across borders: Central American export-processing plants,N/A,22,2012
"Construction Workers, USA",N/A,0,2001
Engaged ethnography and the story (ies) of the anti-sweatshop movement,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=4ba9e88b8f6cc89a3acd5263b305d05fef9f4485,33,2012
Purchasing and social responsibility: a replication and extension,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1745-493X.2004.tb00175.x,265,2004
Hazarous labor: Young latino immigrant workers in construction,N/A,0,2002
Embedding CSR values: The global footwear industry's evolving governance structure,https://www.academia.edu/download/84448363/s10551-007-9485-2.pdf,329,2008
Trafficking in women and children as vulnerable groups: Talking through theories of international relations,https://www.academia.edu/download/91723735/3563-Article_Text-10824-1-10-20140707.pdf,42,2014
The Future of the Student Anti-Sweatshop Movement: Providing Access to US Courts For Garment Workers Worldwide,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2541842,14,2013
Impacts of corporate code of conduct on labor standards: A case study of Reebok's athletic footwear supplier factory in China,N/A,440,2008
Forced labor in agriculture and forestry in Austria 1939-1945,N/A,2,2004
"Changing patterns of child labor around the world since 1950: the role of poverty, parental literacy and agriculture",N/A,6,2003
Offshore factories and economic development: is there a path from sweatshops to indigenous innovation?,https://www.researchgate.net/profile/Michel-Leseure/publication/240235990_Offshore_Factories_and_Economic_Development_Is_There_a_Path_From_Sweatshops_to_Indigenous_Innovation/links/54f3511f0cf299c8d9e50994/Offshore-Factories-and-Economic-Development-Is-There-a-Path-From-Sweatshops-to-Indigenous-Innovation.pdf,3,2008
Productivity of men and women and the sexual division of labor in peasant agriculture of the Peruvian Sierra,https://www.sciencedirect.com/science/article/pii/030438789190090I/pdf?md5=6e0e63e3b169564e55a5af16c10e4d9c&pid=1-s2.0-030438789190090I-main.pdf,211,1991
Research on contract coordination in the manufacturing supply chain given China's work safety constraints,https://onlinelibrary.wiley.com/doi/pdf/10.1155/2021/1779098,4,2021
"Sweatshirts and Sweatshops: Labor Rights, Student Activism, and the Challenges of Collegiate Apparel Manufacturing",N/A,5,NA
The Influence of Globalization on Human Trafficking,N/A,1,NA
"The Challenge of Child Labour in India in Rural Areas: With a Special Focus on Migration, Agriculture, and Mining and Brick Kilns",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1757143,1,2011
"Immigrant Asian women in Bay Area garment sweatshops:“After sewing, laundry, cleaning and cooking, I have no breath left to sing”",N/A,38,1992
Chinese immigrant entrepreneurs in Italy: strengths and weaknesses of an ethnic enclave economy,N/A,6,2007
… corporate human rights abuses: The emergence of corporate reporting on the ILO's human rights standards within the global garment manufacturing and retail industry,N/A,196,2011
Expanding international and national protections against trafficking for forced labor using a human rights framework,https://digitalcommons.law.buffalo.edu/cgi/viewcontent.cgi?article=1141&context=bhrlr,97,2001
Going up against the global economy: New developments in the anti-sweatshops movement,https://www.researchgate.net/profile/Jill-Esbenshade/publication/240728228_Going_Up_Against_the_Global_Economy_New_Developments_in_the_Anti-Sweatshops_Movement/links/57dab65d08ae4e6f1843779e/Going-Up-Against-the-Global-Economy-New-Developments-in-the-Anti-Sweatshops-Movement.pdf,30,2008
What Determines Demand for Skilled and Unskilled Child Labor?: Evidence from Bangladeshi Manufacturing,N/A,1,2012
The socially conscious consumer? Field experimental tests of consumer support for fair labor standards,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2062435,71,2015
One blood: the Jamaican body,N/A,270,1993
Tragedies of globalization: The truth behind electronics sweatshops,https://ecommons.cornell.edu/bitstream/1813/101851/1/CLW_TRagedies_of_Globalization.pdf,42,2011
Standards for sweatshops: The power and limits of the club approach to voluntary labor standards,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=a1d244e3382ccb42815f9293cf6703b55fe2a047,57,2009
The sweatshop and the ivory tower,https://artactivism.gn.apc.org/allpdfs/046-The%20Sweatshop.pdf,2,2003
Quality Construction—Strong Communities,https://faircontracting.org/wp-content/uploads/2022/03/51-The-effect-of-PW-Regs-in-Iowa.pdf,0,NA
Abstinence from child labor and profit seeking,http://scholarsbank.uoregon.edu/xmlui/bitstream/handle/1794/57/UO-2000-1_Davies_Child_Labor%5B1%5D.pdf?sequence=1,44,2005
Haitian Construction Workers in the Dominican Republic: An Exploratory Study on Indicators of Forced Labor (Rep.). Retrieved May 2016 from ICF Macro,N/A,2,NA
Trade and Child Labor: A Review of Literature,https://www.researchgate.net/profile/Bilal-Tariq/publication/338583931_Trade_and_Child_Labor_A_Review_of_Literature/links/5e2002ed458515ba208a86e0/Trade-and-Child-Labor-A-Review-of-Literature.pdf,5,2019
Exploiting the Joint Employer Doctrine: Providing a Break for Sweatshop Garment Workers,https://lawecommons.luc.edu/cgi/viewcontent.cgi?article=1292&context=luclj,61,2002
"Ezra Taft Benson and the Politics of Agriculture: The Eisenhower Years, 1953-1961",N/A,0,1975
Private and public co-operation in preventing and addressing corporate crime: the case of labour trafficking in the Finnish construction industry,https://link.springer.com/content/pdf/10.1007/s10611-023-10110-0.pdf,3,2024
""" An army of working-men:"" Military labor and the construction of American empire, 1865-1915",https://core.ac.uk/download/pdf/76394896.pdf,7,2016
"Tactical citizenship: Domestic workers, the remainders of home, and undocumented citizen participation in the third space of mimicry",N/A,23,2006
Economic considerations of extending unemployment insurance to agriculture,https://ageconsearch.umn.edu/record/157980/files/Economic%20considerations.pdf,0,1972
The legitimization of the use of sweat shops by H&M in the Swedish press,N/A,7,2021
Labor rights in the generalized system of preferences: A 20-year review,https://ecommons.cornell.edu/bitstreams/f66c5fa0-f11e-4a41-ad21-9040233670f1/download,198,2000
Understanding the perspective of stakeholders of the manufacturing industry supply chain on applying sustainability principles in their operations,https://slstl.lk/wp-content/uploads/2024/06/R4TLI-2017-Conference-Proceedings.pdf#page=181,0,2017
Unorganized Employees Tribulations in Bangalore Cluster (A study of selected Manufacturing units in four industrial areas),https://instancesanshodhan.sscldl.in/index.php/ajmr/article/download/88267/67271,0,2012
"Modernity, community and the landscape idea",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=23b4d7758e09273c7e4dbb7411d5f69da7fa329c,255,2006
Disaster capitalism to the rescue: The international community and Haiti after the earthquake,N/A,85,2010
Bonded labor in India: Its incidence and pattern,https://ecommons.cornell.edu/bitstream/1813/99630/1/Forced_labor_no__18_Bonded_Labour_in_India.pdf,168,2005
Ensuring Justice for Global Manufacturing Workers: Tripartite industrial actors or beyond?,N/A,0,NA
Towards an EU strategy to combat trafficking and labor exploitation in the supply chain. Connecting corporate criminal liability and State-imposed self-regulation …,N/A,9,2014
Child labor in Agriculture: a study of needs-problems and programmes in Bundelkhand,N/A,0,NA
A 13-year-old Construction Laborer Died When He Fell From A Scaffold Board and Struck A Scaffold Cross-brace,https://www.cdc.gov/Niosh/FACE/stateface/ok/01ok076.html,0,NA
"Child labor, school attendance, and intrahousehold gender bias in Brazil",https://documents1.worldbank.org/curated/ar/934891468020925779/pdf/775420JRN0200700PUBLIC00Child0Labor.pdf,240,2007
The challenges and opportunities of global agriculture,N/A,1,2015
"Just liberal violence: Sweatshops, torture, war",https://www.researchgate.net/profile/Gisli-Vogler/publication/332129470_Just_liberal_violence_Sweatshops_torture_war_Michael_Neu_Rowman_Littlefield_International_London_2017_xi149pp_ISBN_978-1-7866-0064-6/links/60e5835aa6fdcc3486420870/Just-liberal-violence-Sweatshops-torture-war-Michael-Neu-Rowman-Littlefield-International-London-2017-xi-149pp-ISBN-978-1-7866-0064-6.pdf?_sg%5B0%5D=started_experiment_milestone&_sg%5B1%5D=started_experiment_milestone&origin=journalDetail,32,2017
"From iron rice bowl to the world's biggest sweatshop: globalization, institutional constraints, and the rights of Chinese workers",https://irep.ntu.ac.uk/id/eprint/1603/1/205590_7746%20Chan%20Postprint.pdf,21,2011
Sustainability and Life Cycle Analysis Data in Construction Materials Certifications-A Case Study from the Steel Industry,https://oro.open.ac.uk/60021/2/CARES%20EFRS%20article%20submission%20FINAL%206%204%2017LB.pdf,2,2017
Amazon's Mechanical Turk a digital sweatshop? Transparency and accountability in crowdsourced online research,N/A,83,2016
Child labor in Philippine agriculture: examining hazardous work for children in the context of international labor standards and US trade policy [dissertation …,N/A,2,NA
Globalization and its discontents: Exposing the underside,N/A,51,2003
"Child labor and responsible consumers: From boycotts to social labels, illustrated by the Indian hand-knotted carpet industry",N/A,28,2014
"American Agriculture-Agriculture in an Unstable Economy. By Theodore W. Schultz. New York: McGraw-Hill Book Company, 1945. Pp. xix, 299. $2.75.",N/A,0,1947
Strategic innovation in US anti-sweatshop movement,https://www.researchgate.net/profile/Matthew-Williams-93/publication/282971548_Strategic_innovation_in_US_anti-sweatshop_movement/links/612681a05d98c074d06d9ae4/Strategic-innovation-in-US-anti-sweatshop-movement?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,17,2016
Manufacturing climate precarity and disaster in the global South,N/A,1,2024
Women in agriculture: Counting the labor force in developing countries,N/A,331,1982
"… Syrian refugee women reconstruct their lives in Turkey?: An analysis of attitudes, beliefs and experiences of Syrian refugee women on child education and child labor",https://research.sabanciuniv.edu/id/eprint/36636/1/10180140_NuriyeNurAyak.pdf,3,2018
"Fighting the Sweatshop in Depression Ontario: Capital, Labour and the Industrial Standards Act",https://www.erudit.org/en/journals/llt/2000-v45-llt_45/llt45art01.pdf,9,2000
Making human junk: child labor as a health issue in the Progressive Era.,https://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.82.9.1280,20,1992
"Saul. Child Labor in Agriculture: Causes, Condition and Consequences. The Case of Sta. Fe and Ormoc, Leyte",N/A,2,2001
The promise of service worker unionism,https://www.academia.edu/download/46718214/The_Promise_of_Service_Worker_Unionism20160622-13223-it70kb.pdf,35,2009
Sweatshop regulation: Tradeoffs and welfare judgements,https://r.jordan.im/download/ethics/powell2018.pdf,19,2018
Children in agriculture,N/A,0,NA
Orientalization of exploitation: A class-analytical critique of the sweatshop discourse,N/A,24,2020
Coffee co-ops: a key part of rural agriculture development in Laos,N/A,0,2023
"Human trafficking: Globalization, exploitation, and transnational sociology",https://compass.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1751-9020.2008.00178.x,47,2009
Sustainable Manufacturing: A Review and Framework Derivation,https://www.mdpi.com/2071-1050/16/1/119/pdf,6,2023
Attracting FDI in middle-skilled supply chains,https://www.degruyter.com/document/doi/10.5018/economics-ejournal.ja.2018-26/pdf,17,2018
"Mothers are not workers: Homework regulation and the construction of motherhood, 1948–1953",N/A,61,2016
"Theorizing the City: Ethnicity, gender and globalization",N/A,112,1997
Globalization and labor conditions: working conditions and worker rights in a global economy,N/A,282,2006
The impact of trade liberalization and other socio-economic factors in the employment of children of households engaged in the manufacturing industry,N/A,0,2006
Should they work or should they not? Low-income Kurdish migrant mothers' beliefs and attitudes about child labor,https://link.springer.com/content/pdf/10.1007/s40609-014-0001-1.pdf,12,2014
Chinatown Sweatshops: Wage Law Violations in the Garment Industry,N/A,13,1975
Human trafficking private right of action: Civil rights for trafficked persons in the United States,https://repository.uclawsf.edu/cgi/viewcontent.cgi?article=1288&context=hwlj,129,2004
The apparel industry partnership's free labor association: a solution to the overseas sweatshop problem or the emperor's new clothes,N/A,30,1999
"Slavery, Agriculture, and Malaria in the Arabian Peninsula by Benjamin Reilly",N/A,0,2016
Migratory Labor in American Agriculture: Report of the President's Commission on Migratory Labor,N/A,0,1951
From Taobao Village to Ali Factory? Digital Manufacturing and the Future of Sweatshops in China,N/A,0,2018
Work-life balance in China: sources of conflicts and coping strategies,https://www.academia.edu/download/107282162/097417392009060320231111-1-eoe0wq.pdf,58,2009
Re-embedding global agriculture: The international organic and fair trade movements,https://cfat.colostate.edu/wp-content/uploads/sites/63/2009/06/Raynolds-2000.pdf,985,2000
Sweatshops: Economic analysis and exploitation as unfairness,https://r.jordan.im/download/economics/sollars2018.pdf,24,2018
Business and human rights,N/A,5,1999
Ethical fashion: The human stories driving a fashion movement,https://eprints.qut.edu.au/40657/1/c40657.pdf,6,2007
Worker Safety in Ag & Construction (in-person),https://apha.confex.com/apha/2021/meetingapi.cgi/Session/62477?filename=2021_Session62477.pdf&template=Word,0,2021
Child workers in America,N/A,63,1917
The Child Labor Problem in Turkish Agriculture: What Can We Do,N/A,2,NA
"Child Labor in Agriculture, Eric Clearinghouse on Rural Education and Small Schools",N/A,1,1997
Elizabethan Costume Construction and Research,N/A,0,2020
International solidarity or renewed trade union imperialism? The AFL–CIO and garment workers in Bangladesh,https://www.researchgate.net/profile/Zia-Rahman-26/publication/262387377_International_Solidarity_or_Renewed_Trade_Union_Imperialism_The_AFL-CIO_and_Garment_Workers_in_Bangladesh/links/61434f345c251a5966485d29/International-Solidarity-or-Renewed-Trade-Union-Imperialism-The-AFL-CIO-and-Garment-Workers-in-Bangladesh.pdf,41,2014
RCRA in the workplace: Using environmental law to combat dangerous conditions in sweatshops,https://www.nyulawreview.org/wp-content/uploads/2018/08/NYULawReview-75-6-Migdal.pdf,7,2000
"Rising from the ashes of destruction due to the Great Fire, Chicago was at the center of the nation's technological and manufacturing transformation in the …",N/A,0,2017
Ethical recruitment and employment in the construction industry in India: Perspectives and experiences of workers and micro-contractors,https://knowledgecommons.popcouncil.org/cgi/viewcontent.cgi?article=2795&context=departments_sbsr-pgy,1,2022
"Fashion, flexible specialization, and the sweatshop: A historical problem",N/A,16,2013
"Sweatshops, labor rights, and competitive advantage",https://www.academia.edu/download/5392271/chartier.pdf,12,2008
An explanation of the international variation in the prevalence of child labour,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1467-9701.00360,71,2001
Social justice and the global economy: new challenges for social work in the 21st century,http://ereserve.library.utah.edu/Annual/SW/6622/Bird/socialjustice.pdf,94,2004
"Responsible citizens, political consumers and the state",N/A,8,2022
"Pizza, Pasta, and Gelato: The Legal Construction of"" Made in Italy""",N/A,0,2021
The best job in the country,N/A,0,2002
The social construction of sex trafficking: Ideology and institutionalization of a moral crusade,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1877986,1081,2007
Public disclosure of the sweatshop practices of American multinational garment/shoe makers/retailers: Impacts on their stock prices,https://www.researchgate.net/profile/Michael-Rock-8/publication/228759891_Public_Disclosure_of_the_Sweatshop_Practices_of_American_Multinational_GarmentShoe_MakersRetailers_Impacts_on_Their_Stock_Prices/links/004635267c9a7d4c19000000/Public-Disclosure-of-the-Sweatshop-Practices-of-American-Multinational-Garment-Shoe-Makers-Retailers-Impacts-on-Their-Stock-Prices.pdf,72,2003
Responsibility: The new business imperative,https://www.researchgate.net/profile/Charles-Bodwell/publication/282750114_Responsibility_The_new_business_imperative/links/602cd6574585158939ad7155/Responsibility-The-new-business-imperative.pdf,1175,2002
The mill and the sweatshop,N/A,1,NA
Putting the boot in,https://herinst.org/sbeder/PR/nike.html,51,2002
"Child labor in the cacao sector of West Africa: A synthesis of findings in Cameroon, Côte d'Ivoire, Ghana and Nigeria",N/A,3,NA
The impact of globalization on compliance with labor standards: a plant-level study,N/A,38,NA
Fourth worlds and neo-Fordism: American apparel and the cultural economy of consumer anxiety,https://openaccess.city.ac.uk/id/eprint/4168/1/Fourth%20worlds%20and%20neo-Fordism.pdf,59,2014
A Scientometric Analysis of Research in Responsible Sourcing in the Construction Industry,https://clok.uclan.ac.uk/49132/7/Proc_CIBW099W123_2023.pdf,1,2023
The Road to H-2A and Beyond: An Analysis Migrant Worker Legislation in Agribusiness,https://aglawjournal.wp.drake.edu/wp-content/uploads/sites/66/2016/09/agVol05No1-Ross.pdf,12,2000
The wages of sweat: A social history perspective on the fight against sweatshops,https://www.academia.edu/download/33263871/1-s2.0-S0038029613000794-main.pdf,8,2013
Fields of peril: Child labor in US agriculture,N/A,3,2010
Sweatshops and Globalization,N/A,1,NA
Jeffrey M. Paige: Agrarian Revolution: Social Movements and Export Agriculture in the Underdeveloped World (Book Review),N/A,0,1979
Made in China: from world sweatshop to a global manufacturing center?,N/A,4,NA
"Rewriting the Rules–The Anti-Sweatshop Movement; Nike, Reebok and Adidas' Participation in Voluntary Labor Regulation; and Workers' Rights To Form Trade …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3855278,12,2007
Globalization and home-based workers,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=6d87363df01ceb5a16468ed598854e403fb530e9,431,2000
Extreme Demands—Extraordinary Products: What's In It for Midwestern Agriculture?,N/A,0,NA
Human Trafficking: What Is the Role of the Health Care Provider?.,https://files.eric.ed.gov/fulltext/EJ1189038.pdf,52,2011
Child labor in commercial agriculture in Zimbabwe: report of a case study,N/A,2,NA
Conductive activism: Anti-sweatshop campaigns across Hong Kong and mainland China,https://www.researchgate.net/profile/Chris-Chan-18/publication/319115261_Conductive_Activism_Anti-Sweatshop_Campaigns_across_Hong_Kong_and_Mainland_China/links/5abd5e10a6fdcccda6581f3c/Conductive-Activism-Anti-Sweatshop-Campaigns-across-Hong-Kong-and-Mainland-China.pdf,11,2018
""" Too Much of Distasteful Masculinity"": Historicizing Sexual Harassment in the Garment Sweatshop and Factory",N/A,25,2004
From status to contract: Conditions of contractual labour in Madras agriculture in the late nineteenth and twentieth centuries,N/A,2,2010
Immigrant entrepreneurship and the institutional context: a theoretical exploration,https://www.researchgate.net/profile/Jan-Rath/publication/259345625_Immigrant_businesses_The_economic_political_and_social_environment/links/5ca35cf3a6fdcc12ee8c630c/Immigrant-businesses-The-economic-political-and-social-environment.pdf#page=107,254,2000
Reply to Hellmer on sweatshops,https://cdn.mises.org/22_1_36.pdf,4,2011
'A Sweat Shop of the Whole Nation': The Fair Labor Standard Act and the Failure of Regulatory Unionism,N/A,7,2001
Disappearing Dalit Haruwa-Charuwa labor in Tarai Agriculture: Causes and Consequences of Land Fragmentation,https://nepjol.info/index.php/naj/article/download/58799/43899,0,2023
Child Labour in Commercial Agriculture–Tobacco: A Rapid Assessment,N/A,0,NA
Free Speech to Have Sweatshops-How Kasky v. Nike Might Provide a Useful Tool to Improve Sweatshop Conditions,https://core.ac.uk/download/pdf/71463610.pdf,24,2006
Labour rights as human rights: workers' safety at work in Australian-based supply chains,https://eprints.qut.edu.au/35793/1/Paul_Harpur_Thesis.pdf,10,2009
The industrial resurgence of Southern California? Advanced ground transportation equipment manufacturing and local economic development,N/A,17,1995
Feminization and labor vulnerability in global manufacturing industries: Does gendered discourse matter?,https://onlinelibrary.wiley.com/doi/pdf/10.1111/aswp.12018,40,2013
The supply chain has no clothes: Technology adoption of blockchain for supply chain transparency,https://www.mdpi.com/2305-6290/2/1/2/pdf,1135,2018
"Wages, productivity, and foreign direct investment flows",N/A,47,1999
African American women in agriculture during the jim crow era,N/A,2,2019
Third world multinationals: The rise of foreign investments from developing countries,N/A,1330,1983
Young consumers' perceptions of sustainable clothing: Empirical insights from Chinese post-90s' college students,https://www.academia.edu/download/87718258/978-981-10-8429-4.pdf#page=101,9,2018
Chinese industrial relations research: In search of a broader analytical framework and representation,N/A,43,2014
"Tuesday, October 23, 2001-5: 00 PM Abstract# 26012 Fatal injuries to teenage construction workers",N/A,0,2001
Rights and wrongs of children's work,https://www.researchgate.net/profile/William-Myers-3/publication/295079841_Rights_and_Wrongs_of_Children's_Work/links/65a24a19af617b0d8741af94/Rights-and-Wrongs-of-Childrens-Work,375,2010
Trafficking of young women,N/A,7,NA
Unbundling precarious creativity in China,https://espace.curtin.edu.au/bitstream/handle/20.500.11937/50733/250433.pdf?sequence=2&isAllowed=y,19,2016
Working conditions and factory survival: Evidence from Better Factories Cambodia,N/A,33,2011
Unpacking Sustainability: The Case of Agriculture,N/A,0,2024
Traceability in the construction supply chain,https://repository.lboro.ac.uk/articles/thesis/Traceability_in_the_construction_supply_chain/14754492/1/files/28353285.pdf,0,2020
Child Labor in Agriculture. ERIC Clearinghouse for Social Studies,N/A,1,NA
… Court judgment on extraterritorial application of constitutional right against unreasonable search and seizure-Nishimatsu Construction Co. v. SongJixiao …,N/A,0,2008
A critical analysis of ethical outsourcing using comparative case examination and eliciting consumer millennials perspectives,https://oapub.org/soc/index.php/EJEFR/article/viewFile/150/439,2,2017
"Sensemaking, institutions and crises of legitimacy: the case of Nike's sweatshop",https://core.ac.uk/download/pdf/33565510.pdf,9,2010
"Safety and Health in Agriculture, Forestry, and Fisheries",N/A,0,1998
From North-South to South-South-The True Face of Global Competition,https://biblioteca.hegoa.ehu.eus/downloads/13081/%2Fsystem%2Fpdf%2F1325%2FFrom_North-South_ti_South-South.pdf,106,2002
"Sweatshops, Resource Curses, and the Ethics of Trade",N/A,0,2024
Producing for the enemy. A preliminary look at the La Couture-Boussey manufacturing industry during the Occupation,N/A,0,2023
The risks of street hawking among students of practical agriculture in secondary schools in Taraba State,https://core.ac.uk/download/pdf/234634597.pdf,2,2013
"A precarious balance: Neoliberalism, crisis management, and the social implosion in Jamaica",https://www.researchgate.net/profile/Tony-Weis/publication/247788656_A_precarious_balance_Neoliberalism_crisis_management_and_the_social_implosion_in_Jamaica/links/02e7e52a083010512d000000/A-precarious-balance-Neoliberalism-crisis-management-and-the-social-implosion-in-Jamaica.pdf,52,2005
Were money wages always rigid? A look at the reliability of survey evidence on changes in wage rates,https://onlinelibrary.wiley.com/doi/pdf/10.1111/0019-8676.00152,7,2000
"Modern Slavery Survivor Pathways: Policy, Legislation and Practice in the UK",N/A,0,2024
From lean manufacturing to smart factory: communication in work organization processes in contemporary capitalism.,https://www.researchgate.net/profile/Claudia-Nociolini-Rebechi/publication/342110412_FROM_LEAN_MANUFACTURING_TO_SMART_FACTORY_COMMUNICATION_IN_WORK_ORGANIZATION_PROCESSES_IN_CONTEMPORARY_CAPITALISM/links/5ee2aa9c92851ce9e7dcaad9/FROM-LEAN-MANUFACTURING-TO-SMART-FACTORY-COMMUNICATION-IN-WORK-ORGANIZATION-PROCESSES-IN-CONTEMPORARY-CAPITALISM.pdf,1,2020
"Leading Role Or Bit Player?: Main Contractors, Supply Chain and Sustainable Construction",https://openresearch.surrey.ac.uk/view/delivery/44SUR_INST/12139144520002346/13140243920002346,1,2020
"in small-scale manufacturing,“industry” com",https://www.academia.edu/download/98684514/Feffer_Industrialism_and_Critics_2001_.pdf,0,NA
The social construction of trafficked persons: An analysis of the UN protocol and the TVPA definitions,N/A,18,2015
Class and race under neoliberal globalization: whither (or wither) the labor movement?,N/A,14,2008
US college student activism during an era of neoliberalism: A qualitative study of students against sweatshops,https://files.eric.ed.gov/fulltext/EJ907903.pdf,34,2009
"A Future for Agriculture, a Future for Haiti",https://dlc.dlib.indiana.edu/dlc/bitstream/handle/10535/6867/A%20Future%20for%20Agriculture%2C%20A%20Future%20for%20Haiti%20.pdf?sequence=1,3,2010
Trafficking in women and children: A hidden health and social problem in Nigeria,https://academicjournals.org/journal/IJSA/article-full-text-pdf/A0264421120,35,2010
Activism beyond borders: The study of trans-border anti-sweatshop campaigns across Hong Kong and mainland China,https://theses.lib.polyu.edu.hk/bitstream/200/6759/1/b25302218.pdf,7,2012
10 Export processing zones and global class formation,https://eprints.bournemouth.ac.uk/35153/1/Neveling%20P%202015b%20EPZ_Class.pdf,56,2015
Immigration and free trade with Mexico: protecting American workers against double jeopardy,N/A,5,1992
Narratives of Suffering in the Press: the construction of scenes and the place of the subject,https://bjr.emnuvens.com.br/bjr/article/download/849/690,0,2015
How will manufacturing capacity additions in China and North America affect the carbon footprint of silicon photovoltaics?,N/A,0,2024
The Inspector and His Critics: Child Labor Reform in Pennsylvania,https://journals.psu.edu/phj/article/download/25765/25534,5,2002
How Nike solved its sweatshop problem,N/A,135,NA
Concrete matter: building the Bruges submarine pens (1917-18),https://core.ac.uk/download/pdf/160486789.pdf,3,2018
"Women and the Anti-Child Labor Movement in Illinois, 1890-1920",https://swk305.community.uaf.edu/wp-content/uploads/sites/340/2013/06/florencekelly.pdf,25,1977
"Peasants, Politicians and Producers: The Organisation of Agriculture in France Since 1918",N/A,0,1990
"“A Struggle of the Mind”: Black Working-Class Women's Organizing in Memphis and the Mississippi Delta, 1960s to 1990s",https://www.academia.edu/download/47512859/Frontline-Feminisms-Women-War-and-Resistance-Gender-Culture-and-Global-Politics.pdf#page=430,4,2004
